jerarquía	📊 等级；层级<br>例句：jerarquía empresarial 企业等级<br>词源：希腊 hierarchia<br>记忆：上下等级<br>英语：hierarchy
soborno	💵 贿赂<br>例句：aceptar un soborno 收受贿赂<br>词源：古西班牙语<br>记忆：非法送钱<br>英语：bribe
himno	🎵 赞歌；国歌<br>例句：himno nacional 国歌<br>词源：希腊 hymnos<br>记忆：庄严歌曲<br>英语：anthem / hymn
trama	📖 情节；阴谋；结构<br>例句：la trama de una novela 小说情节<br>词源：拉丁 trama（织物经线）<br>记忆：故事线<br>英语：plot / storyline
intriga	🕵️ 阴谋；好奇心<br>例句：una película llena de intriga 充满悬疑的电影<br>词源：拉丁 intricare（使复杂）<br>记忆：神秘计划<br>英语：intrigue
desmayarse	😵 晕倒；昏厥<br>例句：Se desmayó por el calor. 因炎热晕倒<br>词源：来自 mayo 相关变化<br>记忆：突然失去意识<br>英语：faint / pass out
píldora	💊 药片；药丸<br>例句：tomar una píldora 吃一片药<br>词源：拉丁 pilula（小球）<br>记忆：小药丸<br>英语：pill / tablet
dosificar	⚖️ 定量；控制剂量<br>例句：dosificar un medicamento 控制药物剂量<br>词源：dosis（剂量）<br>记忆：控制多少<br>英语：dose / regulate dosage
ingerir	🍽️ 摄入；吞服<br>例句：ingerir alimentos 摄入食物<br>词源：拉丁 ingerere（放入）<br>记忆：放进身体<br>英语：ingest / consume
vello	🧔 体毛；细毛<br>例句：vello corporal 体毛<br>词源：拉丁 villus（绒毛）<br>记忆：不是头发，是身体上的毛<br>英语：body hair / fine hair
